Rank,CCA3,Country/Territory,Capital,Continent,2022 Population,2020 Population,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area (km²),Density (per km²),Growth Rate,World Population Percentage,Year,Total Population
,,,,,,,,,,,,,,,,,2000 Population,3855266
,,,,,,,,,,,,,,,,,2010 Population,4346338
,,,,,,,,,,,,,,,,,2015 Population,4590590
,,,,,,,,,,,,,,,,,2020 Population,5061133
,,,,,,,,,,,,,,,,,2022 Population,5185288
,,,,,,,,,,,,,,,,,1970 Population1,2444767
,,,,,,,,,,,,,,,,,1980 Population,3303309
,,,,,,,,,,,,,,,,,1990 Population,4227820
,,,,,,,,,,,,,,,,,2000 Population,5123222
,,,,,,,,,,,,,,,,,2010 Population,5855734
,,,,,,,,,,,,,,,,,2015 Population,6298598
,,,,,,,,,,,,,,,,,2020 Population,6755895
,,,,,,,,,,,,,,,,,2022 Population,6948392
,,,,,,,,,,,,,,,,,1970 Population1,4669708
,,,,,,,,,,,,,,,,,1980 Population,6173177
,,,,,,,,,,,,,,,,,1990 Population,8370647
,,,,,,,,,,,,,,,,,2000 Population,11622665
,,,,,,,,,,,,,,,,,2010 Population,16647543
,,,,,,,,,,,,,,,,,2015 Population,20128124
,,,,,,,,,,,,,,,,,2020 Population,24333639
,,,,,,,,,,,,,,,,,2022 Population,26207977
,,,,,,,,,,,,,,,,,1970 Population1,55569264
,,,,,,,,,,,,,,,,,1980 Population,72951439
,,,,,,,,,,,,,,,,,1990 Population,95214257
,,,,,,,,,,,,,,,,,2000 Population,122851984
,,,,,,,,,,,,,,,,,2010 Population,160952853
,,,,,,,,,,,,,,,,,2015 Population,183995785
,,,,,,,,,,,,,,,,,2020 Population,208327405
,,,,,,,,,,,,,,,,,2022 Population,218541212
,,,,,,,,,,,,,,,,,1970 Population1,5185
,,,,,,,,,,,,,,,,,1980 Population,3637
,,,,,,,,,,,,,,,,,1990 Population,2533
,,,,,,,,,,,,,,,,,2000 Population,2074
,,,,,,,,,,,,,,,,,2010 Population,1812
,,,,,,,,,,,,,,,,,2015 Population,1847
,,,,,,,,,,,,,,,,,2020 Population,1942
,,,,,,,,,,,,,,,,,2022 Population,1934
,,,,,,,,,,,,,,,,,1970 Population1,14996879
,,,,,,,,,,,,,,,,,1980 Population,17973650
,,,,,,,,,,,,,,,,,1990 Population,20799523
,,,,,,,,,,,,,,,,,2000 Population,23367059
,,,,,,,,,,,,,,,,,2010 Population,24686435
,,,,,,,,,,,,,,,,,2015 Population,25258015
,,,,,,,,,,,,,,,,,2020 Population,25867467
,,,,,,,,,,,,,,,,,2022 Population,26069416
,,,,,,,,,,,,,,,,,1970 Population1,1656783
,,,,,,,,,,,,,,,,,1980 Population,1907023
,,,,,,,,,,,,,,,,,1990 Population,2044174
,,,,,,,,,,,,,,,,,2000 Population,2037936
,,,,,,,,,,,,,,,,,2010 Population,2093828
,,,,,,,,,,,,,,,,,2015 Population,2107962
,,,,,,,,,,,,,,,,,2020 Population,2111072
,,,,,,,,,,,,,,,,,2022 Population,2093599
,,,,,,,,,,,,,,,,,1970 Population1,10143
,,,,,,,,,,,,,,,,,1980 Population,17613
,,,,,,,,,,,,,,,,,1990 Population,48002
,,,,,,,,,,,,,,,,,2000 Population,80338
,,,,,,,,,,,,,,,,,2010 Population,54087
,,,,,,,,,,,,,,,,,2015 Population,51514
,,,,,,,,,,,,,,,,,2020 Population,49587
,,,,,,,,,,,,,,,,,2022 Population,49551
,,,,,,,,,,,,,,,,,1970 Population1,3875546
,,,,,,,,,,,,,,,,,1980 Population,4085776
,,,,,,,,,,,,,,,,,1990 Population,4241636
,,,,,,,,,,,,,,,,,2000 Population,4491202
,,,,,,,,,,,,,,,,,2010 Population,4889741
,,,,,,,,,,,,,,,,,2015 Population,5190356
,,,,,,,,,,,,,,,,,2020 Population,5379839
,,,,,,,,,,,,,,,,,2022 Population,5434319
,,,,,,,,,,,,,,,,,1970 Population1,670693
,,,,,,,,,,,,,,,,,1980 Population,1017462
,,,,,,,,,,,,,,,,,1990 Population,1804524
,,,,,,,,,,,,,,,,,2000 Population,2344253
,,,,,,,,,,,,,,,,,2010 Population,2881914
,,,,,,,,,,,,,,,,,2015 Population,4191776
,,,,,,,,,,,,,,,,,2020 Population,4543399
,,,,,,,,,,,,,,,,,2022 Population,4576298
,,,,,,,,,,,,,,,,,1970 Population1,59290872
,,,,,,,,,,,,,,,,,1980 Population,80624057
,,,,,,,,,,,,,,,,,1990 Population,115414069
,,,,,,,,,,,,,,,,,2000 Population,154369924
,,,,,,,,,,,,,,,,,2010 Population,194454498
,,,,,,,,,,,,,,,,,2015 Population,210969298
,,,,,,,,,,,,,,,,,2020 Population,227196741
,,,,,,,,,,,,,,,,,2022 Population,235824862
,,,,,,,,,,,,,,,,,1970 Population1,11366
,,,,,,,,,,,,,,,,,1980 Population,12252
,,,,,,,,,,,,,,,,,1990 Population,15293
,,,,,,,,,,,,,,,,,2000 Population,19726
,,,,,,,,,,,,,,,,,2010 Population,18540
,,,,,,,,,,,,,,,,,2015 Population,17794
,,,,,,,,,,,,,,,,,2020 Population,17972
,,,,,,,,,,,,,,,,,2022 Population,18055
,,,,,,,,,,,,,,,,,1970 Population1,1118241
,,,,,,,,,,,,,,,,,1980 Population,1453620
,,,,,,,,,,,,,,,,,1990 Population,2124609
,,,,,,,,,,,,,,,,,2000 Population,3139954
,,,,,,,,,,,,,,,,,2010 Population,3992278
,,,,,,,,,,,,,,,,,2015 Population,4484614
,,,,,,,,,,,,,,,,,2020 Population,5019401
,,,,,,,,,,,,,,,,,2022 Population,5250072
,,,,,,,,,,,,,,,,,1970 Population1,1516188
,,,,,,,,,,,,,,,,,1980 Population,1956987
,,,,,,,,,,,,,,,,,1990 Population,2449968
,,,,,,,,,,,,,,,,,2000 Population,3001731
,,,,,,,,,,,,,,,,,2010 Population,3623617
,,,,,,,,,,,,,,,,,2015 Population,3957099
,,,,,,,,,,,,,,,,,2020 Population,4294396
,,,,,,,,,,,,,,,,,2022 Population,4408581
,,,,,,,,,,,,,,,,,1970 Population1,2489059
,,,,,,,,,,,,,,,,,1980 Population,3104788
,,,,,,,,,,,,,,,,,1990 Population,3864972
,,,,,,,,,,,,,,,,,2000 Population,5508297
,,,,,,,,,,,,,,,,,2010 Population,7583269
,,,,,,,,,,,,,,,,,2015 Population,8682174
,,,,,,,,,,,,,,,,,2020 Population,9749640
,,,,,,,,,,,,,,,,,2022 Population,10142619
,,,,,,,,,,,,,,,,,1970 Population1,2408787
,,,,,,,,,,,,,,,,,1980 Population,3078912
,,,,,,,,,,,,,,,,,1990 Population,4059195
,,,,,,,,,,,,,,,,,2000 Population,5123819
,,,,,,,,,,,,,,,,,2010 Population,5768613
,,,,,,,,,,,,,,,,,2015 Population,6177950
,,,,,,,,,,,,,,,,,2020 Population,6618695
,,,,,,,,,,,,,,,,,2022 Population,6780744
,,,,,,,,,,,,,,,,,1970 Population1,13562371
,,,,,,,,,,,,,,,,,1980 Population,17492406
,,,,,,,,,,,,,,,,,1990 Population,22109099
,,,,,,,,,,,,,,,,,2000 Population,26654439
,,,,,,,,,,,,,,,,,2010 Population,29229572
,,,,,,,,,,,,,,,,,2015 Population,30711863
,,,,,,,,,,,,,,,,,2020 Population,33304756
,,,,,,,,,,,,,,,,,2022 Population,34049588
,,,,,,,,,,,,,,,,,1970 Population1,37435586
,,,,,,,,,,,,,,,,,1980 Population,48419546
,,,,,,,,,,,,,,,,,1990 Population,61558898
,,,,,,,,,,,,,,,,,2000 Population,77958223
,,,,,,,,,,,,,,,,,2010 Population,94636700
,,,,,,,,,,,,,,,,,2015 Population,103031365
,,,,,,,,,,,,,,,,,2020 Population,112190977
,,,,,,,,,,,,,,,,,2022 Population,115559009
,,,,,,,,,,,,,,,,,1970 Population1,32482943
,,,,,,,,,,,,,,,,,1980 Population,35521429
,,,,,,,,,,,,,,,,,1990 Population,38064255
,,,,,,,,,,,,,,,,,2000 Population,38504431
,,,,,,,,,,,,,,,,,2010 Population,38597353
,,,,,,,,,,,,,,,,,2015 Population,38553146
,,,,,,,,,,,,,,,,,2020 Population,38428366
,,,,,,,,,,,,,,,,,2022 Population,39857145
,,,,,,,,,,,,,,,,,1970 Population1,8683631
,,,,,,,,,,,,,,,,,1980 Population,9785252
,,,,,,,,,,,,,,,,,1990 Population,10007346
,,,,,,,,,,,,,,,,,2000 Population,10300626
,,,,,,,,,,,,,,,,,2010 Population,10588401
,,,,,,,,,,,,,,,,,2015 Population,10365435
,,,,,,,,,,,,,,,,,2020 Population,10298192
,,,,,,,,,,,,,,,,,2022 Population,10270865
,,,,,,,,,,,,,,,,,1970 Population1,2737619
,,,,,,,,,,,,,,,,,1980 Population,3214568
,,,,,,,,,,,,,,,,,1990 Population,3543776
,,,,,,,,,,,,,,,,,2000 Population,3827108
,,,,,,,,,,,,,,,,,2010 Population,3717922
,,,,,,,,,,,,,,,,,2015 Population,3497335
,,,,,,,,,,,,,,,,,2020 Population,3271564
,,,,,,,,,,,,,,,,,2022 Population,3252407
,,,,,,,,,,,,,,,,,1970 Population1,118007
,,,,,,,,,,,,,,,,,1980 Population,277450
,,,,,,,,,,,,,,,,,1990 Population,441675
,,,,,,,,,,,,,,,,,2000 Population,645937
,,,,,,,,,,,,,,,,,2010 Population,1713504
,,,,,,,,,,,,,,,,,2015 Population,2414573
,,,,,,,,,,,,,,,,,2020 Population,2760385
,,,,,,,,,,,,,,,,,2022 Population,2695122
,,,,,,,,,,,,,,,,,1970 Population1,1396989
,,,,,,,,,,,,,,,,,1980 Population,1829256
,,,,,,,,,,,,,,,,,1990 Population,2385435
,,,,,,,,,,,,,,,,,2000 Population,3134030
,,,,,,,,,,,,,,,,,2010 Population,4437884
,,,,,,,,,,,,,,,,,2015 Population,5064386
,,,,,,,,,,,,,,,,,2020 Population,5702174
,,,,,,,,,,,,,,,,,2022 Population,5970424
,,,,,,,,,,,,,,,,,1970 Population1,473925
,,,,,,,,,,,,,,,,,1980 Population,551674
,,,,,,,,,,,,,,,,,1990 Population,658992
,,,,,,,,,,,,,,,,,2000 Population,785424
,,,,,,,,,,,,,,,,,2010 Population,890130
,,,,,,,,,,,,,,,,,2015 Population,922495
,,,,,,,,,,,,,,,,,2020 Population,957822
,,,,,,,,,,,,,,,,,2022 Population,974052
,,,,,,,,,,,,,,,,,1970 Population1,19922618
,,,,,,,,,,,,,,,,,1980 Population,22125224
,,,,,,,,,,,,,,,,,1990 Population,22836234
,,,,,,,,,,,,,,,,,2000 Population,21919876
,,,,,,,,,,,,,,,,,2010 Population,20335211
,,,,,,,,,,,,,,,,,2015 Population,19906079
,,,,,,,,,,,,,,,,,2020 Population,19442038
,,,,,,,,,,,,,,,,,2022 Population,19659267
,,,,,,,,,,,,,,,,,1970 Population1,130093010
,,,,,,,,,,,,,,,,,1980 Population,138257420
,,,,,,,,,,,,,,,,,1990 Population,148005704
,,,,,,,,,,,,,,,,,2000 Population,146844839
,,,,,,,,,,,,,,,,,2010 Population,143242599
,,,,,,,,,,,,,,,,,2015 Population,144668389
,,,,,,,,,,,,,,,,,2020 Population,145617329
,,,,,,,,,,,,,,,,,2022 Population,144713314
,,,,,,,,,,,,,,,,,1970 Population1,3896367
,,,,,,,,,,,,,,,,,1980 Population,5247532
,,,,,,,,,,,,,,,,,1990 Population,7319962
,,,,,,,,,,,,,,,,,2000 Population,8109989
,,,,,,,,,,,,,,,,,2010 Population,10309031
,,,,,,,,,,,,,,,,,2015 Population,11642959
,,,,,,,,,,,,,,,,,2020 Population,13146362
,,,,,,,,,,,,,,,,,2022 Population,13776698
,,,,,,,,,,,,,,,,,1970 Population1,2417
,,,,,,,,,,,,,,,,,1980 Population,2983
,,,,,,,,,,,,,,,,,1990 Population,5168
,,,,,,,,,,,,,,,,,2000 Population,7082
,,,,,,,,,,,,,,,,,2010 Population,8988
,,,,,,,,,,,,,,,,,2015 Population,9643
,,,,,,,,,,,,,,,,,2020 Population,10681
,,,,,,,,,,,,,,,,,2022 Population,10967
,,,,,,,,,,,,,,,,,1970 Population1,44968
,,,,,,,,,,,,,,,,,1980 Population,43097
,,,,,,,,,,,,,,,,,1990 Population,40636
,,,,,,,,,,,,,,,,,2000 Population,45461
,,,,,,,,,,,,,,,,,2010 Population,47403
,,,,,,,,,,,,,,,,,2015 Population,47790
,,,,,,,,,,,,,,,,,2020 Population,47642
,,,,,,,,,,,,,,,,,2022 Population,47657
,,,,,,,,,,,,,,,,,1970 Population1,103090
,,,,,,,,,,,,,,,,,1980 Population,121633
,,,,,,,,,,,,,,,,,1990 Population,142301
,,,,,,,,,,,,,,,,,2000 Population,159500
,,,,,,,,,,,,,,,,,2010 Population,170935
,,,,,,,,,,,,,,,,,2015 Population,175623
,,,,,,,,,,,,,,,,,2020 Population,179237
,,,,,,,,,,,,,,,,,2022 Population,179857
,,,,,,,,,,,,,,,,,1970 Population1,5802
,,,,,,,,,,,,,,,,,1980 Population,7776
,,,,,,,,,,,,,,,,,1990 Population,28127
,,,,,,,,,,,,,,,,,2000 Population,29610
,,,,,,,,,,,,,,,,,2010 Population,36458
,,,,,,,,,,,,,,,,,2015 Population,35020
,,,,,,,,,,,,,,,,,2020 Population,32552
,,,,,,,,,,,,,,,,,2022 Population,31791
,,,,,,,,,,,,,,,,,1970 Population1,5537
,,,,,,,,,,,,,,,,,1980 Population,6106
,,,,,,,,,,,,,,,,,1990 Population,6324
,,,,,,,,,,,,,,,,,2000 Population,6274
,,,,,,,,,,,,,,,,,2010 Population,6052
,,,,,,,,,,,,,,,,,2015 Population,5978
,,,,,,,,,,,,,,,,,2020 Population,5906
,,,,,,,,,,,,,,,,,2022 Population,5862
,,,,,,,,,,,,,,,,,1970 Population1,98459
,,,,,,,,,,,,,,,,,1980 Population,107480
,,,,,,,,,,,,,,,,,1990 Population,112487
,,,,,,,,,,,,,,,,,2000 Population,113813
,,,,,,,,,,,,,,,,,2010 Population,109308
,,,,,,,,,,,,,,,,,2015 Population,106482
,,,,,,,,,,,,,,,,,2020 Population,104632
,,,,,,,,,,,,,,,,,2022 Population,103948
,,,,,,,,,,,,,,,,,1970 Population1,142771
,,,,,,,,,,,,,,,,,1980 Population,164905
,,,,,,,,,,,,,,,,,1990 Population,168186
,,,,,,,,,,,,,,,,,2000 Population,184008
,,,,,,,,,,,,,,,,,2010 Population,194672
,,,,,,,,,,,,,,,,,2015 Population,203571
,,,,,,,,,,,,,,,,,2020 Population,214929
,,,,,,,,,,,,,,,,,2022 Population,222382
,,,,,,,,,,,,,,,,,1970 Population1,18169
,,,,,,,,,,,,,,,,,1980 Population,21346
,,,,,,,,,,,,,,,,,1990 Population,23132
,,,,,,,,,,,,,,,,,2000 Population,26823
,,,,,,,,,,,,,,,,,2010 Population,31608
,,,,,,,,,,,,,,,,,2015 Population,33570
,,,,,,,,,,,,,,,,,2020 Population,34007
,,,,,,,,,,,,,,,,,2022 Population,33660
,,,,,,,,,,,,,,,,,1970 Population1,77583
,,,,,,,,,,,,,,,,,1980 Population,97210
,,,,,,,,,,,,,,,,,1990 Population,120343
,,,,,,,,,,,,,,,,,2000 Population,143714
,,,,,,,,,,,,,,,,,2010 Population,182138
,,,,,,,,,,,,,,,,,2015 Population,201124
,,,,,,,,,,,,,,,,,2020 Population,218641
,,,,,,,,,,,,,,,,,2022 Population,227380
,,,,,,,,,,,,,,,,,1970 Population1,6106191
,,,,,,,,,,,,,,,,,1980 Population,10171710
,,,,,,,,,,,,,,,,,1990 Population,16004763
,,,,,,,,,,,,,,,,,2000 Population,21547390
,,,,,,,,,,,,,,,,,2010 Population,29411929
,,,,,,,,,,,,,,,,,2015 Population,32749848
,,,,,,,,,,,,,,,,,2020 Population,35997107
,,,,,,,,,,,,,,,,,2022 Population,36408820
,,,,,,,,,,,,,,,,,1970 Population1,4367744
,,,,,,,,,,,,,,,,,1980 Population,5703869
,,,,,,,,,,,,,,,,,1990 Population,7536001
,,,,,,,,,,,,,,,,,2000 Population,9704287
,,,,,,,,,,,,,,,,,2010 Population,12530121
,,,,,,,,,,,,,,,,,2015 Population,14356181
,,,,,,,,,,,,,,,,,2020 Population,16436119
,,,,,,,,,,,,,,,,,2022 Population,17316449
,,,,,,,,,,,,,,,,,1970 Population1,7193533
,,,,,,,,,,,,,,,,,1980 Population,7777010
,,,,,,,,,,,,,,,,,1990 Population,7987529
,,,,,,,,,,,,,,,,,2000 Population,7935022
,,,,,,,,,,,,,,,,,2010 Population,7653748
,,,,,,,,,,,,,,,,,2015 Population,7519496
,,,,,,,,,,,,,,,,,2020 Population,7358005
,,,,,,,,,,,,,,,,,2022 Population,7221365
,,,,,,,,,,,,,,,,,1970 Population1,54379
,,,,,,,,,,,,,,,,,1980 Population,65290
,,,,,,,,,,,,,,,,,1990 Population,71057
,,,,,,,,,,,,,,,,,2000 Population,80060
,,,,,,,,,,,,,,,,,2010 Population,92409
,,,,,,,,,,,,,,,,,2015 Population,99240
,,,,,,,,,,,,,,,,,2020 Population,105530
,,,,,,,,,,,,,,,,,2022 Population,107118
,,,,,,,,,,,,,,,,,1970 Population1,2778557
,,,,,,,,,,,,,,,,,1980 Population,3367477
,,,,,,,,,,,,,,,,,1990 Population,4325388
,,,,,,,,,,,,,,,,,2000 Population,4584067
,,,,,,,,,,,,,,,,,2010 Population,6436698
,,,,,,,,,,,,,,,,,2015 Population,7314773
,,,,,,,,,,,,,,,,,2020 Population,8233969
,,,,,,,,,,,,,,,,,2022 Population,8605718
,,,,,,,,,,,,,,,,,1970 Population1,2061831
,,,,,,,,,,,,,,,,,1980 Population,2400729
,,,,,,,,,,,,,,,,,1990 Population,3022209
,,,,,,,,,,,,,,,,,2000 Population,4053602
,,,,,,,,,,,,,,,,,2010 Population,5163590
,,,,,,,,,,,,,,,,,2015 Population,5650018
,,,,,,,,,,,,,,,,,2020 Population,5909869
,,,,,,,,,,,,,,,,,2022 Population,5975689
,,,,,,,,,,,,,,,,,1970 Population1,6260
,,,,,,,,,,,,,,,,,1980 Population,12243
,,,,,,,,,,,,,,,,,1990 Population,27845
,,,,,,,,,,,,,,,,,2000 Population,30489
,,,,,,,,,,,,,,,,,2010 Population,33034
,,,,,,,,,,,,,,,,,2015 Population,40205
,,,,,,,,,,,,,,,,,2020 Population,43621
,,,,,,,,,,,,,,,,,2022 Population,44175
,,,,,,,,,,,,,,,,,1970 Population1,4522867
,,,,,,,,,,,,,,,,,1980 Population,4973883
,,,,,,,,,,,,,,,,,1990 Population,5261305
,,,,,,,,,,,,,,,,,2000 Population,5376690
,,,,,,,,,,,,,,,,,2010 Population,5396424
,,,,,,,,,,,,,,,,,2015 Population,5424444
,,,,,,,,,,,,,,,,,2020 Population,5456681
,,,,,,,,,,,,,,,,,2022 Population,5643453
,,,,,,,,,,,,,,,,,1970 Population1,1741286
,,,,,,,,,,,,,,,,,1980 Population,1901570
,,,,,,,,,,,,,,,,,1990 Population,1986024
,,,,,,,,,,,,,,,,,2000 Population,1984339
,,,,,,,,,,,,,,,,,2010 Population,2057286
,,,,,,,,,,,,,,,,,2015 Population,2080862
,,,,,,,,,,,,,,,,,2020 Population,2117641
,,,,,,,,,,,,,,,,,2022 Population,2119844
,,,,,,,,,,,,,,,,,1970 Population1,172833
,,,,,,,,,,,,,,,,,1980 Population,233668
,,,,,,,,,,,,,,,,,1990 Population,324171
,,,,,,,,,,,,,,,,,2000 Population,429978
,,,,,,,,,,,,,,,,,2010 Population,540394
,,,,,,,,,,,,,,,,,2015 Population,612660
,,,,,,,,,,,,,,,,,2020 Population,691191
,,,,,,,,,,,,,,,,,2022 Population,724273
,,,,,,,,,,,,,,,,,1970 Population1,3720977
,,,,,,,,,,,,,,,,,1980 Population,5892224
,,,,,,,,,,,,,,,,,1990 Population,6999096
,,,,,,,,,,,,,,,,,2000 Population,8721465
,,,,,,,,,,,,,,,,,2010 Population,12026649
,,,,,,,,,,,,,,,,,2015 Population,13763906
,,,,,,,,,,,,,,,,,2020 Population,16537016
,,,,,,,,,,,,,,,,,2022 Population,17597511
,,,,,,,,,,,,,,,,,1970 Population1,22368306
,,,,,,,,,,,,,,,,,1980 Population,29463549
,,,,,,,,,,,,,,,,,1990 Population,39877570
,,,,,,,,,,,,,,,,,2000 Population,46813266
,,,,,,,,,,,,,,,,,2010 Population,51784921
,,,,,,,,,,,,,,,,,2015 Population,55876504
,,,,,,,,,,,,,,,,,2020 Population,58801927
,,,,,,,,,,,,,,,,,2022 Population,59893885
,,,,,,,,,,,,,,,,,1970 Population1,32601143
,,,,,,,,,,,,,,,,,1980 Population,38170501
,,,,,,,,,,,,,,,,,1990 Population,44120039
,,,,,,,,,,,,,,,,,2000 Population,46788591
,,,,,,,,,,,,,,,,,2010 Population,48813042
,,,,,,,,,,,,,,,,,2015 Population,50994401
,,,,,,,,,,,,,,,,,2020 Population,51844690
,,,,,,,,,,,,,,,,,2022 Population,51815810
,,,,,,,,,,,,,,,,,1970 Population1,3342410
,,,,,,,,,,,,,,,,,1980 Population,4192011
,,,,,,,,,,,,,,,,,1990 Population,4750817
,,,,,,,,,,,,,,,,,2000 Population,6114440
,,,,,,,,,,,,,,,,,2010 Population,9714419
,,,,,,,,,,,,,,,,,2015 Population,11194299
,,,,,,,,,,,,,,,,,2020 Population,10606227
,,,,,,,,,,,,,,,,,2022 Population,10913164
,,,,,,,,,,,,,,,,,1970 Population1,33792617
,,,,,,,,,,,,,,,,,1980 Population,37491666
,,,,,,,,,,,,,,,,,1990 Population,38889889
,,,,,,,,,,,,,,,,,2000 Population,40741651
,,,,,,,,,,,,,,,,,2010 Population,46572772
,,,,,,,,,,,,,,,,,2015 Population,46431342
,,,,,,,,,,,,,,,,,2020 Population,47363807
,,,,,,,,,,,,,,,,,2022 Population,47558630
,,,,,,,,,,,,,,,,,1970 Population1,12388769
,,,,,,,,,,,,,,,,,1980 Population,14943645
,,,,,,,,,,,,,,,,,1990 Population,17204094
,,,,,,,,,,,,,,,,,2000 Population,18776371
,,,,,,,,,,,,,,,,,2010 Population,20668557
,,,,,,,,,,,,,,,,,2015 Population,21336697
,,,,,,,,,,,,,,,,,2020 Population,21715079
,,,,,,,,,,,,,,,,,2022 Population,21832143
,,,,,,,,,,,,,,,,,1970 Population1,11305206
,,,,,,,,,,,,,,,,,1980 Population,16673586
,,,,,,,,,,,,,,,,,1990 Population,21090886
,,,,,,,,,,,,,,,,,2000 Population,26298773
,,,,,,,,,,,,,,,,,2010 Population,33739933
,,,,,,,,,,,,,,,,,2015 Population,38171178
,,,,,,,,,,,,,,,,,2020 Population,44440486
,,,,,,,,,,,,,,,,,2022 Population,46874204
,,,,,,,,,,,,,,,,,1970 Population1,379918
,,,,,,,,,,,,,,,,,1980 Population,375112
,,,,,,,,,,,,,,,,,1990 Population,412756
,,,,,,,,,,,,,,,,,2000 Population,478998
,,,,,,,,,,,,,,,,,2010 Population,546080
,,,,,,,,,,,,,,,,,2015 Population,575475
,,,,,,,,,,,,,,,,,2020 Population,607065
,,,,,,,,,,,,,,,,,2022 Population,618040
,,,,,,,,,,,,,,,,,1970 Population1,8027702
,,,,,,,,,,,,,,,,,1980 Population,8311763
,,,,,,,,,,,,,,,,,1990 Population,8548406
,,,,,,,,,,,,,,,,,2000 Population,8871043
,,,,,,,,,,,,,,,,,2010 Population,9381729
,,,,,,,,,,,,,,,,,2015 Population,9849349
,,,,,,,,,,,,,,,,,2020 Population,10368969
,,,,,,,,,,,,,,,,,2022 Population,10549347
,,,,,,,,,,,,,,,,,1970 Population1,6181227
,,,,,,,,,,,,,,,,,1980 Population,6319113
,,,,,,,,,,,,,,,,,1990 Population,6711693
,,,,,,,,,,,,,,,,,2000 Population,7182059
,,,,,,,,,,,,,,,,,2010 Population,7822435
,,,,,,,,,,,,,,,,,2015 Population,8281732
,,,,,,,,,,,,,,,,,2020 Population,8638613
,,,,,,,,,,,,,,,,,2022 Population,8740472
,,,,,,,,,,,,,,,,,1970 Population1,6319199
,,,,,,,,,,,,,,,,,1980 Population,8898954
,,,,,,,,,,,,,,,,,1990 Population,12408996
,,,,,,,,,,,,,,,,,2000 Population,16307654
,,,,,,,,,,,,,,,,,2010 Population,22337563
,,,,,,,,,,,,,,,,,2015 Population,19205178
,,,,,,,,,,,,,,,,,2020 Population,20772595
,,,,,,,,,,,,,,,,,2022 Population,22125249
,,,,,,,,,,,,,,,,,1970 Population1,14957870
,,,,,,,,,,,,,,,,,1980 Population,18100281
,,,,,,,,,,,,,,,,,1990 Population,20586174
,,,,,,,,,,,,,,,,,2000 Population,22194731
,,,,,,,,,,,,,,,,,2010 Population,23083083
,,,,,,,,,,,,,,,,,2015 Population,23512136
,,,,,,,,,,,,,,,,,2020 Population,23821464
,,,,,,,,,,,,,,,,,2022 Population,23893394
,,,,,,,,,,,,,,,,,1970 Population1,2993019
,,,,,,,,,,,,,,,,,1980 Population,4045965
,,,,,,,,,,,,,,,,,1990 Population,5417860
,,,,,,,,,,,,,,,,,2000 Population,6272998
,,,,,,,,,,,,,,,,,2010 Population,7621779
,,,,,,,,,,,,,,,,,2015 Population,8524063
,,,,,,,,,,,,,,,,,2020 Population,9543207
,,,,,,,,,,,,,,,,,2022 Population,9952787
,,,,,,,,,,,,,,,,,1970 Population1,13618192
,,,,,,,,,,,,,,,,,1980 Population,19297659
,,,,,,,,,,,,,,,,,1990 Population,26206012
,,,,,,,,,,,,,,,,,2000 Population,34463704
,,,,,,,,,,,,,,,,,2010 Population,45110527
,,,,,,,,,,,,,,,,,2015 Population,52542823
,,,,,,,,,,,,,,,,,2020 Population,61704518
,,,,,,,,,,,,,,,,,2022 Population,65497748
,,,,,,,,,,,,,,,,,1970 Population1,35791728
,,,,,,,,,,,,,,,,,1980 Population,45737753
,,,,,,,,,,,,,,,,,1990 Population,55228410
,,,,,,,,,,,,,,,,,2000 Population,63066603
,,,,,,,,,,,,,,,,,2010 Population,68270489
,,,,,,,,,,,,,,,,,2015 Population,70294397
,,,,,,,,,,,,,,,,,2020 Population,71475664
,,,,,,,,,,,,,,,,,2022 Population,71697030
,,,,,,,,,,,,,,,,,1970 Population1,554021
,,,,,,,,,,,,,,,,,1980 Population,642224
,,,,,,,,,,,,,,,,,1990 Population,758106
,,,,,,,,,,,,,,,,,2000 Population,878360
,,,,,,,,,,,,,,,,,2010 Population,1088486
,,,,,,,,,,,,,,,,,2015 Population,1205813
,,,,,,,,,,,,,,,,,2020 Population,1299995
,,,,,,,,,,,,,,,,,2022 Population,1341296
,,,,,,,,,,,,,,,,,1970 Population1,2197383
,,,,,,,,,,,,,,,,,1980 Population,2838110
,,,,,,,,,,,,,,,,,1990 Population,3875947
,,,,,,,,,,,,,,,,,2000 Population,5008035
,,,,,,,,,,,,,,,,,2010 Population,6571855
,,,,,,,,,,,,,,,,,2015 Population,7473229
,,,,,,,,,,,,,,,,,2020 Population,8442580
,,,,,,,,,,,,,,,,,2022 Population,8848699
,,,,,,,,,,,,,,,,,1970 Population1,1714
,,,,,,,,,,,,,,,,,1980 Population,1647
,,,,,,,,,,,,,,,,,1990 Population,1669
,,,,,,,,,,,,,,,,,2000 Population,1666
,,,,,,,,,,,,,,,,,2010 Population,1367
,,,,,,,,,,,,,,,,,2015 Population,1454
,,,,,,,,,,,,,,,,,2020 Population,1827
,,,,,,,,,,,,,,,,,2022 Population,1871
,,,,,,,,,,,,,,,,,1970 Population1,86484
,,,,,,,,,,,,,,,,,1980 Population,96708
,,,,,,,,,,,,,,,,,1990 Population,98727
,,,,,,,,,,,,,,,,,2000 Population,102603
,,,,,,,,,,,,,,,,,2010 Population,107383
,,,,,,,,,,,,,,,,,2015 Population,106122
,,,,,,,,,,,,,,,,,2020 Population,105254
,,,,,,,,,,,,,,,,,2022 Population,106858
,,,,,,,,,,,,,,,,,1970 Population1,988890
